name,slug,category,province,regency,district,village,address,latitude,longitude,price_min,price_max,is_free,opening_time,closing_time,is_open_24h,days_open,facilities,images,rating,review_count,popularity,visitor_count,safety,cleanliness,beauty,road_access,crowd_level,hidden_gem_score,phone,is_trending,is_featured,_real
Curug Ciherang,curug-ciherang,air-terjun,Jawa Barat,Bogor,Kecamatan Pondok,Desa Cikalong,"Curug Ciherang, Kabupaten Bogor, Provinsi Jawa Barat, Indonesia",-6.636778,106.998472,0,,True,08:00,22:00,False,fri|mon|sat|sun|tue|wed,papan_informasi|parkir|pasangan|spot_foto|warung_makan,"https://upload.wikimedia.org/wikipedia/id/thumb/0/0f/Curug_Ciherang_Jonggol_Bawah.jpg/960px-Curug_Ciherang_Jonggol_Bawah.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://loremflickr.com/800/600/waterfall,indonesia?lock=3572049715|https://loremflickr.com/800/600/waterfall,indonesia?lock=3572049722|https://loremflickr.com/800/600/waterfall,indonesia?lock=3572049728",5.0,219,45,94867,4.33,4.5,4.2,1.81,2.38,75.36,08546889195,False,False,
Air Terjun Bedegung,air-terjun-bedegung,air-terjun,Sumatera Selatan,Muara Enim,Kecamatan Medang,Kampung Wonokerto,"Air Terjun Bedegung, Kabupaten Muara Enim, Provinsi Sumatera Selatan, Indonesia",-4.059245,103.766884,14431.92,15412.79,False,06:00,18:00,False,fri|mon|sat|sun|tue|wed,anak|gazebo|papan_informasi|spot_foto|warung_makan,"https://loremflickr.com/800/600/waterfall,indonesia?lock=766607019|https://loremflickr.com/800/600/waterfall,indonesia?lock=766607026|https://loremflickr.com/800/600/waterfall,indonesia?lock=766607032|https://loremflickr.com/800/600/waterfall,indonesia?lock=766607048",5.0,85,30,37947,4.27,3.06,4.48,2.5,1.85,82.09,08979164342,False,True,
Air Terjun Perjiwa,air-terjun-perjiwa,air-terjun,Kalimantan Timur,Kota Samarinda,Kecamatan Babakan,Desa Rancabango,"Air Terjun Perjiwa, Kota Samarinda, Provinsi Kalimantan Timur, Indonesia",-0.412533,117.018503,0,,True,07:00,18:00,False,fri|mon|sat|sun|thu|tue|wed,anak|gazebo|papan_informasi|parkir|spot_foto|warung_makan,"https://loremflickr.com/800/600/waterfall,indonesia?lock=1399782196|https://loremflickr.com/800/600/waterfall,indonesia?lock=1399782203|https://loremflickr.com/800/600/waterfall,indonesia?lock=1399782209|https://loremflickr.com/800/600/waterfall,indonesia?lock=1399782225",5.0,12,5,2226,3.02,3.6,3.85,2.49,3.0,76.86,08908719145,False,False,
Air Terjun Kembar Siapat,air-terjun-kembar-siapat,air-terjun,Kalimantan Timur,Kutai Timur,Kecamatan Sindang,Kelurahan Cikalong,"Air Terjun Kembar Siapat, Kabupaten Kutai Timur, Provinsi Kalimantan Timur, Indonesia",1.361934,117.878671,2280.53,,False,07:00,19:00,False,mon|sat|sun|thu|tue|wed,gazebo|papan_informasi|parkir|spot_foto|warung_makan,"https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Air_Terjun_Kembar_Siapat_%281%29.jpg/960px-Air_Terjun_Kembar_Siapat_%281%29.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Air%20Terjun%20Kembar%20Siapat%20%281%29.jpg?width=800|https://loremflickr.com/800/600/waterfall,indonesia?lock=1278948058|https://loremflickr.com/800/600/waterfall,indonesia?lock=1278948065",5.0,26,8,14236,4.05,3.79,4.81,2.11,2.97,84.48,08836422534,False,False,
Air Terjun Tamasapi,air-terjun-tamasapi,air-terjun,Sulawesi Barat,Mamuju,Kecamatan Sumberrejo,Kelurahan Mulya Sari,"Air Terjun Tamasapi, Kabupaten Mamuju, Provinsi Sulawesi Barat, Indonesia",-2.704135,118.921525,5741.54,,False,06:00,22:00,False,fri|mon|sat|sun|thu|tue|wed,gazebo|papan_informasi|parkir|spot_foto|warung_makan,"https://loremflickr.com/800/600/waterfall,indonesia?lock=1174949024|https://loremflickr.com/800/600/waterfall,indonesia?lock=1174949031|https://loremflickr.com/800/600/waterfall,indonesia?lock=1174949037|https://loremflickr.com/800/600/waterfall,indonesia?lock=1174949053",5.0,20,9,8909,4.59,4.18,4.33,2.67,3.08,80.85,08165156449,False,False,
Curug Anom,curug-anom,air-terjun,Jawa Barat,Kota Bandung,Kecamatan Margasari,Kampung Rancabango,"Curug Anom, Kota Bandung, Provinsi Jawa Barat, Indonesia",-6.813178,107.568904,1890.12,2984.47,False,08:00,18:00,False,fri|mon|sat|sun|thu|tue|wed,gazebo|papan_informasi|warung_makan,"https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Anom_Waterfall_Bottom_View.jpg/960px-Anom_Waterfall_Bottom_View.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Anom%20Waterfall%20Right%20Bottom%20View.jpg?width=800|https://loremflickr.com/800/600/waterfall,indonesia?lock=257880168|https://loremflickr.com/800/600/waterfall,indonesia?lock=257880175",5.0,39,9,8870,3.57,3.82,4.43,1.9,2.43,77.64,08989831414,False,False,
Air Terjun Alam Kandung,air-terjun-alam-kandung,air-terjun,Jawa Timur,Tulungagung,Kecamatan Pangalengan,Kampung Sumber Rejo,"Air Terjun Alam Kandung, Kabupaten Tulungagung, Provinsi Jawa Timur, Indonesia",-8.169515,112.075917,15762.4,25076.64,False,08:00,17:00,False,fri|mon|sat|sun|thu|tue|wed,gazebo|papan_informasi|parkir|spot_foto|warung_makan,"https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Air_terjun_Alam_Kandung.jpg/960px-Air_terjun_Alam_Kandung.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Air%20terjun%20Alam%20Kandung.jpg?width=800|https://loremflickr.com/800/600/waterfall,indonesia?lock=2974733256|https://loremflickr.com/800/600/waterfall,indonesia?lock=2974733263",5.0,88,32,34581,4.9,3.68,4.41,1.55,2.27,80.28,08478531761,False,False,
Air terjun Efrata,air-terjun-efrata,air-terjun,Sumatera Utara,Toba,Kecamatan Pondok,Kelurahan Cihideung,"Air terjun Efrata, Kabupaten Toba, Provinsi Sumatera Utara, Indonesia",2.536899,98.642366,10549.2,,False,08:00,18:00,False,fri|mon|sat|sun|thu|tue|wed,gazebo|papan_informasi|solo|warung_makan,"https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Air_Terjun_Efrata_tampak_dari_bawah_hingga_atas_01.jpg/960px-Air_Terjun_Efrata_tampak_dari_bawah_hingga_atas_01.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Air%20Terjun%20Efrata%20tampak%20dari%20bawah%20hingga%20atas%2006.jpg?width=800|https://loremflickr.com/800/600/waterfall,indonesia?lock=3243551713|https://loremflickr.com/800/600/waterfall,indonesia?lock=3243551720",5.0,391,66,177884,4.67,3.74,4.17,3.52,2.67,70.04,08686865064,False,False,
Air Terjun Cipalasari,air-terjun-cipalasari,air-terjun,Jawa Barat,Kota Bandung,Kecamatan Margasari,Desa Cijeruk,"Air Terjun Cipalasari, Kota Bandung, Provinsi Jawa Barat, Indonesia",-6.781597,107.560014,766.06,1275.4,False,08:00,22:00,False,fri|mon|sat|sun|thu|tue|wed,gazebo|papan_informasi|parkir|spot_foto|warung_makan,"https://commons.wikimedia.org/wiki/Special:FilePath/Curug%20Cipalasari%20Bottom%20View.jpg?width=800|https://loremflickr.com/800/600/waterfall,indonesia?lock=3470882118|https://loremflickr.com/800/600/waterfall,indonesia?lock=3470882125|https://loremflickr.com/800/600/waterfall,indonesia?lock=3470882131",5.0,19,8,5417,3.16,3.45,4.28,2.43,2.47,76.59,08908669093,False,False,
Air Terjun Cimanggu,air-terjun-cimanggu,air-terjun,Jawa Barat,Kota Bandung,Kecamatan Sukamaju,Kelurahan Cipedes,"Air Terjun Cimanggu, Kota Bandung, Provinsi Jawa Barat, Indonesia",-6.822333,107.511536,1712.28,2432.89,False,08:00,17:00,False,fri|mon|sat|sun|thu|tue|wed,papan_informasi|spot_foto|warung_makan,"https://commons.wikimedia.org/wiki/Special:FilePath/Curug%20Cimanggu.jpg?width=800|https://loremflickr.com/800/600/waterfall,indonesia?lock=3034911196|https://loremflickr.com/800/600/waterfall,indonesia?lock=3034911203|https://loremflickr.com/800/600/waterfall,indonesia?lock=3034911209",5.0,53,12,34892,3.48,3.29,4.52,1.54,2.79,81.94,08533238241,False,False,
Air terjun Sampuren Putih,air-terjun-sampuren-putih,air-terjun,Sumatera Utara,Karo,Kecamatan Tamansari,Desa Cijeruk,"Air terjun Sampuren Putih, Kabupaten Karo, Provinsi Sumatera Utara, Indonesia",3.267326,98.600559,0,,True,06:00,17:00,False,fri|mon|sat|sun|thu|tue|wed,papan_informasi|parkir|warung_makan,"https://loremflickr.com/800/600/waterfall,indonesia?lock=1573600736|https://loremflickr.com/800/600/waterfall,indonesia?lock=1573600743|https://loremflickr.com/800/600/waterfall,indonesia?lock=1573600749|https://loremflickr.com/800/600/waterfall,indonesia?lock=1573600765",5.0,38,14,32657,4.37,4.96,4.21,3.11,3.58,81.0,08677486822,False,False,
Air Terjun Bolon,air-terjun-bolon,air-terjun,Sumatera Utara,Kota Pematangsiantar,Kecamatan Pondok,Desa Batu Hitam,"Air Terjun Bolon, Kota Pematangsiantar, Provinsi Sumatera Utara, Indonesia",2.713693,99.148157,0,,True,07:00,19:00,False,fri|mon|sat|sun|thu|tue|wed,gazebo|papan_informasi|parkir|spot_foto|warung_makan,"https://loremflickr.com/800/600/waterfall,indonesia?lock=2158883693|https://loremflickr.com/800/600/waterfall,indonesia?lock=2158883700|https://loremflickr.com/800/600/waterfall,indonesia?lock=2158883706|https://loremflickr.com/800/600/waterfall,indonesia?lock=2158883722",5.0,44,12,17226,3.53,3.17,4.63,2.42,3.49,75.9,08973684131,False,False,
Air Terjun Tumpang Dua,air-terjun-tumpang-dua,air-terjun,Kalimantan Selatan,Kotabaru,Kecamatan Karanganyar,Desa Sukamulya,"Air Terjun Tumpang Dua, Kabupaten Kotabaru, Provinsi Kalimantan Selatan, Indonesia",-3.32463,116.1836,7419.29,8236.57,False,07:00,22:00,False,fri|mon|sat|sun|thu|tue|wed,gazebo|papan_informasi|parkir|spot_foto|warung_makan,"https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Air_Terjun_Tumpang_Dua_003.jpg/960px-Air_Terjun_Tumpang_Dua_003.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Air%20Terjun%20Tumpang%20Dua.jpg?width=800|https://loremflickr.com/800/600/waterfall,indonesia?lock=184031331|https://loremflickr.com/800/600/waterfall,indonesia?lock=184031338",5.0,57,10,28724,3.47,4.29,4.61,2.6,1.82,87.04,08734358435,False,False,
Air terjun Coban Putri,air-terjun-coban-putri,air-terjun,Jawa Timur,Batu,Kecamatan Wonosari,Kampung Sukamulya,"Air terjun Coban Putri, Kabupaten Batu, Provinsi Jawa Timur, Indonesia",-7.91199,112.530252,17826.63,,False,08:00,18:00,False,fri|mon|sat|sun|thu|tue|wed,gazebo|papan_informasi|parkir|solo|spot_foto|warung_makan,"https://commons.wikimedia.org/wiki/Special:FilePath/Coban%20Putri%2C%20Batu%2C%20Malang.jpg?width=800|https://loremflickr.com/800/600/waterfall,indonesia?lock=743505695|https://loremflickr.com/800/600/waterfall,indonesia?lock=743505702|https://loremflickr.com/800/600/waterfall,indonesia?lock=743505708",5.0,137,42,78139,3.18,4.36,4.34,3.75,2.61,74.91,08787891998,False,False,
Air Terjun Putuk Truno,air-terjun-putuk-truno,air-terjun,Jawa Timur,Batu,Kecamatan Cikole,Kampung Batu Hitam,"Air Terjun Putuk Truno, Kabupaten Batu, Provinsi Jawa Timur, Indonesia",-7.687812,112.635063,2580.66,,False,06:00,18:00,False,fri|mon|sat|sun|thu|tue|wed,gazebo|papan_informasi|parkir|spot_foto|warung_makan,"https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Air_terjun_Putuk_Truno.jpg/960px-Air_terjun_Putuk_Truno.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Putuk%20Truno%20Waterfall.jpg?width=800|https://loremflickr.com/800/600/waterfall,indonesia?lock=945449823|https://loremflickr.com/800/600/waterfall,indonesia?lock=945449830",5.0,15,3,10992,3.93,4.03,3.95,2.29,1.69,83.25,08303872269,False,False,
Air Terjun Tegenungan,air-terjun-tegenungan,air-terjun,Bali,Gianyar,Kecamatan Tanjungsari,Kelurahan Mulya Sari,"Air Terjun Tegenungan, Kabupaten Gianyar, Provinsi Bali, Indonesia",-8.575229,115.290701,0,,True,08:00,19:00,False,fri|mon|sat|sun|thu|tue|wed,gazebo|papan_informasi|parkir|spot_foto,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Tegenungan_Waterfall_Ubud_Indonesia_-_panoramio_%286%29.jpg/960px-Tegenungan_Waterfall_Ubud_Indonesia_-_panoramio_%286%29.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Tegenungan%20Waterfall%202017-08-18%20%282%29.jpg?width=800|https://loremflickr.com/800/600/waterfall,indonesia?lock=3997939562|https://loremflickr.com/800/600/waterfall,indonesia?lock=3997939569",5.0,335,66,198299,4.73,3.16,4.21,3.81,1.6,76.11,08557689354,False,False,
Air Terjun Nyarai,air-terjun-nyarai,air-terjun,Sumatera Barat,Padang Pariaman,Kecamatan Beringin,Kampung Mekar Sari,"Air Terjun Nyarai, Kabupaten Padang Pariaman, Provinsi Sumatera Barat, Indonesia",-0.683667,100.362722,0,,True,07:00,19:00,False,fri|sat|sun|thu|tue|wed,gazebo|papan_informasi|parkir|pasangan,"https://loremflickr.com/800/600/waterfall,indonesia?lock=746704911|https://loremflickr.com/800/600/waterfall,indonesia?lock=746704918|https://loremflickr.com/800/600/waterfall,indonesia?lock=746704924|https://loremflickr.com/800/600/waterfall,indonesia?lock=746704940",5.0,6,2,2152,3.53,3.5,4.47,2.3,2.67,84.36,08878895137,False,False,
Air Terjun Sudimoro,air-terjun-sudimoro,air-terjun,Jawa Tengah,Kebumen,Kecamatan Sumberrejo,Desa Batu Hitam,"Air Terjun Sudimoro, Kabupaten Kebumen, Provinsi Jawa Tengah, Indonesia",-7.528917,109.527806,1470.63,,False,07:00,17:00,False,fri|mon|sat|thu|tue|wed,anak|gazebo|papan_informasi|warung_makan,"https://upload.wikimedia.org/wikipedia/commons/8/85/Curug_Sudimoro_Kebumen.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled|https://loremflickr.com/800/600/waterfall,indonesia?lock=2838375804|https://loremflickr.com/800/600/waterfall,indonesia?lock=2838375811|https://loremflickr.com/800/600/waterfall,indonesia?lock=2838375817",5.0,36,10,20819,4.46,4.53,4.82,2.58,3.71,80.33,08719712957,False,False,
Air Terjun Sindaro,air-terjun-sindaro,air-terjun,Jawa Tengah,Kebumen,Kecamatan Pondok,Kelurahan Pasar Baru,"Air Terjun Sindaro, Kabupaten Kebumen, Provinsi Jawa Tengah, Indonesia",-7.559185,109.726471,9796.93,9927.32,False,07:00,17:00,False,fri|mon|sat|sun|thu|tue|wed,gazebo|papan_informasi|parkir,"https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Curug_Sindaro_Kebumen.jpg/960px-Curug_Sindaro_Kebumen.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Curug%20Sindaro%20Kebumen.jpg?width=800|https://loremflickr.com/800/600/waterfall,indonesia?lock=3294078104|https://loremflickr.com/800/600/waterfall,indonesia?lock=3294078111",5.0,112,21,61263,3.64,3.79,4.87,1.85,3.83,73.62,08254200829,False,False,
Air Terjun Gemawang,air-terjun-gemawang,air-terjun,Jawa Tengah,Kebumen,Kecamatan Karanganyar,Kampung Cipedes,"Air Terjun Gemawang, Kabupaten Kebumen, Provinsi Jawa Tengah, Indonesia",-7.699556,109.404444,11217.74,14599.44,False,06:00,22:00,False,fri|mon|sat|sun|thu|tue|wed,gazebo|papan_informasi|solo|warung_makan,"https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Curug_Gemawang_Kebumen.jpg/960px-Curug_Gemawang_Kebumen.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://loremflickr.com/800/600/waterfall,indonesia?lock=4243119092|https://loremflickr.com/800/600/waterfall,indonesia?lock=4243119099|https://loremflickr.com/800/600/waterfall,indonesia?lock=4243119105",5.0,75,14,41508,4.0,4.22,4.3,2.53,2.01,79.04,08465828304,False,False,
Air Terjun Kalicurug,air-terjun-kalicurug,air-terjun,Jawa Tengah,Kebumen,Kecamatan Tegal,Desa Rancabango,"Air Terjun Kalicurug, Kabupaten Kebumen, Provinsi Jawa Tengah, Indonesia",-7.586139,109.718056,5128.88,7338.72,False,08:00,19:00,False,fri|mon|sat|sun|tue|wed,gazebo|papan_informasi|parkir|spot_foto|warung_makan,"https://upload.wikimedia.org/wikipedia/id/thumb/1/1b/Kalicurug_Waterfalls.jpg/960px-Kalicurug_Waterfalls.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://loremflickr.com/800/600/waterfall,indonesia?lock=3027331794|https://loremflickr.com/800/600/waterfall,indonesia?lock=3027331801|https://loremflickr.com/800/600/waterfall,indonesia?lock=3027331807",5.0,22,7,10967,4.91,4.61,4.26,3.95,3.55,77.01,08281086930,False,False,
Air Terjun 7 Bidadari,air-terjun-7-bidadari,air-terjun,Jawa Tengah,Semarang,Kecamatan Sumberjaya,Desa Karang Sari,"Air Terjun 7 Bidadari, Kabupaten Semarang, Provinsi Jawa Tengah, Indonesia",-7.201549,110.289655,4644.4,,False,06:00,18:00,False,fri|mon|sat|sun|thu|tue|wed,parkir|solo|spot_foto|warung_makan,"https://loremflickr.com/800/600/waterfall,indonesia?lock=3515651077|https://loremflickr.com/800/600/waterfall,indonesia?lock=3515651084|https://loremflickr.com/800/600/waterfall,indonesia?lock=3515651090|https://loremflickr.com/800/600/waterfall,indonesia?lock=3515651106",5.0,21,7,13642,4.3,4.51,4.58,3.7,2.69,86.69,08758852085,False,False,
Kali Pancur Getasan,kali-pancur-getasan,air-terjun,Jawa Tengah,Semarang,Kecamatan Beringin,Desa Cibodas,"Kali Pancur Getasan, Kabupaten Semarang, Provinsi Jawa Tengah, Indonesia",-7.358096,110.421068,12774.52,16125.8,False,07:00,17:00,False,mon|sat|sun|thu|tue|wed,papan_informasi|parkir|pasangan|spot_foto|warung_makan,"https://loremflickr.com/800/600/waterfall,indonesia?lock=3779367352|https://loremflickr.com/800/600/waterfall,indonesia?lock=3779367359|https://loremflickr.com/800/600/waterfall,indonesia?lock=3779367365|https://loremflickr.com/800/600/waterfall,indonesia?lock=3779367381",5.0,28,9,17356,4.44,3.03,4.2,3.33,3.12,75.19,08268808032,False,True,
Tumpak Sewu,tumpak-sewu,air-terjun,Jawa Tengah,Pati,Kecamatan Karanganyar,Kampung Lebak,"Tumpak Sewu, Kabupaten Pati, Provinsi Jawa Tengah, Indonesia",-8.230408,112.916939,9563.64,,False,07:00,22:00,False,fri|mon|sat|sun|thu|tue|wed,gazebo|papan_informasi|parkir|warung_makan,"https://commons.wikimedia.org/wiki/Special:FilePath/Air%20Terjun%20Tumpak%20Sewu.jpg?width=800|https://loremflickr.com/800/600/waterfall,indonesia?lock=893654628|https://loremflickr.com/800/600/waterfall,indonesia?lock=893654635|https://loremflickr.com/800/600/waterfall,indonesia?lock=893654641",5.0,126,22,109531,4.54,4.38,4.62,3.81,3.72,78.75,08778412854,False,False,
Air Terjun Sigura-gura,air-terjun-sigura-gura,air-terjun,Sumatera Utara,Toba,Kecamatan Babakan,Kelurahan Sumber Mukti,"Air Terjun Sigura-gura, Kabupaten Toba, Provinsi Sumatera Utara, Indonesia",2.522388,99.281675,0,,True,07:00,17:00,False,fri|mon|sat|sun|thu|tue,gazebo|keluarga|papan_informasi|parkir,"https://upload.wikimedia.org/wikipedia/commons/4/41/Stamp_of_Indonesia_-_1993_-_Colnect_252638_-_Waterfall.jpeg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled|https://loremflickr.com/800/600/waterfall,indonesia?lock=3501226955|https://loremflickr.com/800/600/waterfall,indonesia?lock=3501226962|https://loremflickr.com/800/600/waterfall,indonesia?lock=3501226968",5.0,10,3,6643,3.89,3.11,4.66,2.72,3.75,75.77,08938052503,False,False,
Curug Putri Landung,curug-putri-landung,air-terjun,Jawa Barat,Kota Cirebon,Kecamatan Cibiru,Desa Karang Sari,"Curug Putri Landung, Kota Cirebon, Provinsi Jawa Barat, Indonesia",-6.945,108.43,10576.85,10606.24,False,06:00,19:00,False,fri|mon|sat|sun|thu|tue|wed,gazebo|parkir|solo|spot_foto|warung_makan,"https://upload.wikimedia.org/wikipedia/commons/8/85/Curug_Putri_Landung22.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled|https://loremflickr.com/800/600/waterfall,indonesia?lock=3335890727|https://loremflickr.com/800/600/waterfall,indonesia?lock=3335890734|https://loremflickr.com/800/600/waterfall,indonesia?lock=3335890740",5.0,78,17,44212,4.37,4.32,4.84,3.77,2.44,87.2,08135037710,False,False,
Air Terjun Leses,air-terjun-leses,air-terjun,Jawa Tengah,Kebumen,Kecamatan Wonosari,Kelurahan Cikalong,"Air Terjun Leses, Kabupaten Kebumen, Provinsi Jawa Tengah, Indonesia",-7.700389,109.404417,2802.71,4857.43,False,08:00,19:00,False,fri|mon|sat|sun|thu|tue|wed,gazebo|papan_informasi|parkir|spot_foto|warung_makan,"https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Curug_Leses_Kebumen.jpg/960px-Curug_Leses_Kebumen.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://loremflickr.com/800/600/waterfall,indonesia?lock=3736325494|https://loremflickr.com/800/600/waterfall,indonesia?lock=3736325501|https://loremflickr.com/800/600/waterfall,indonesia?lock=3736325507",5.0,3,1,2216,4.74,3.49,4.51,2.62,3.18,80.69,08786347476,False,False,
Air Terjun Karang Gemantung,air-terjun-karang-gemantung,air-terjun,Jawa Tengah,Banjarnegara,Kecamatan Karanganyar,Kampung Cijeruk,"Air Terjun Karang Gemantung, Kabupaten Banjarnegara, Provinsi Jawa Tengah, Indonesia",-7.512278,109.695694,8330.16,10029.48,False,07:00,17:00,False,fri|mon|sat|sun|thu|tue|wed,gazebo|papan_informasi|parkir|pasangan|spot_foto|warung_makan,"https://loremflickr.com/800/600/waterfall,indonesia?lock=3639251170|https://loremflickr.com/800/600/waterfall,indonesia?lock=3639251177|https://loremflickr.com/800/600/waterfall,indonesia?lock=3639251183|https://loremflickr.com/800/600/waterfall,indonesia?lock=3639251199",5.0,110,43,52484,3.48,3.45,4.16,1.96,2.84,70.42,08384188068,False,False,
